PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,name,title
463,NO,1,1,47,0,0,111320,38.5,1,2,383,1
464,NO,2,1,48,0,0,234360,13,0,2,384,1
465,NO,3,1,0,0,0,2816,8.05,0,2,385,1
466,NO,3,1,38,0,0,3101306,7.05,0,2,386,1
467,NO,2,1,0,0,0,239853,0,0,2,387,1
468,NO,1,1,56,0,0,113792,26.55,0,2,388,1
469,NO,3,1,0,0,0,36209,7.725,0,3,389,1
470,YES,3,0,0.75,2,1,2666,19.2583,0,1,370,3
471,NO,3,1,0,0,0,323592,7.25,0,2,390,1
472,NO,3,1,38,0,0,315089,8.6625,0,2,391,1
473,YES,2,0,33,1,2,34651,27.75,0,2,57,2
474,YES,2,0,23,0,0,541,13.7917,1,1,392,2
475,NO,3,0,22,0,0,7553,9.8375,0,2,393,3
476,NO,1,1,0,0,0,110465,52,1,2,394,1
477,NO,2,1,34,1,0,31027,21,0,2,395,1
478,NO,3,1,29,1,0,3460,7.0458,0,2,1,1
479,NO,3,1,22,0,0,350060,7.5208,0,2,396,1
480,YES,3,0,2,0,1,3101298,12.2875,0,2,397,3
481,NO,3,1,9,5,2,2144,46.9,0,2,58,4
482,NO,2,1,0,0,0,239854,0,0,2,398,1
483,NO,3,1,50,0,0,3594,8.05,0,2,399,1
484,YES,3,0,63,0,0,4134,9.5875,0,2,400,2
485,YES,1,1,25,1,0,11967,91.0792,1,1,255,1
486,NO,3,0,0,3,1,4133,25.4667,0,2,158,3
487,YES,1,0,35,1,0,19943,90,1,2,199,2
488,NO,1,1,58,0,0,11771,29.7,1,1,401,1
489,NO,3,1,30,0,0,18509,8.05,0,2,402,1
490,YES,3,1,9,1,1,37671,15.9,0,2,296,4
491,NO,3,1,0,1,0,65304,19.9667,0,2,372,1
492,NO,3,1,21,0,0,3101317,7.25,0,2,403,1
493,NO,1,1,55,0,0,113787,30.5,1,2,404,1
494,NO,1,1,71,0,0,17609,49.5042,0,1,405,1
495,NO,3,1,21,0,0,45380,8.05,0,2,406,1
496,NO,3,1,0,0,0,2627,14.4583,0,1,407,1
497,YES,1,0,54,1,0,36947,78.2667,1,1,408,3
498,NO,3,1,0,0,0,6212,15.1,0,2,409,1
499,NO,1,0,25,1,2,113781,151.55,1,2,261,2
500,NO,3,1,24,0,0,350035,7.7958,0,2,410,1
501,NO,3,1,17,0,0,315086,8.6625,0,2,149,1
502,NO,3,0,21,0,0,364846,7.75,0,3,411,3
503,NO,3,0,0,0,0,330909,7.6292,0,3,412,3
504,NO,3,0,37,0,0,4135,9.5875,0,2,413,3
505,YES,1,0,16,0,0,110152,86.5,1,2,414,3
506,NO,1,1,18,1,0,17758,108.9,1,1,267,1
507,YES,2,0,33,0,2,26360,26,0,2,415,2
508,YES,1,1,0,0,0,111427,26.55,0,2,416,1
509,NO,3,1,28,0,0,4001,22.525,0,2,141,1
510,YES,3,1,26,0,0,1601,56.4958,0,2,417,1
511,YES,3,1,29,0,0,382651,7.75,0,3,418,1
512,NO,3,1,0,0,0,3101316,8.05,0,2,115,1
513,YES,1,1,36,0,0,17473,26.2875,1,2,419,1
514,YES,1,0,54,1,0,17603,59.4,0,1,420,2
515,NO,3,1,24,0,0,349209,7.4958,0,2,421,1
516,NO,1,1,47,0,0,36967,34.0208,1,2,422,1
517,YES,2,0,34,0,0,34260,10.5,1,2,423,2
518,NO,3,1,0,0,0,371110,24.15,0,3,424,1
519,YES,2,0,36,1,0,226875,26,0,2,425,2
520,NO,3,1,32,0,0,349242,7.8958,0,2,426,1
521,YES,1,0,30,0,0,12749,93.5,1,2,427,3
522,NO,3,1,22,0,0,349252,7.8958,0,2,428,1
523,NO,3,1,0,0,0,2624,7.225,0,1,429,1
524,YES,1,0,44,0,1,111361,57.9792,1,1,285,2
525,NO,3,1,0,0,0,2700,7.2292,0,1,430,1
526,NO,3,1,40.5,0,0,367232,7.75,0,3,431,1
527,YES,2,0,50,0,0,14258,10.5,0,2,432,3
528,NO,1,1,0,0,0,17483,221.7792,1,2,433,1
529,NO,3,1,39,0,0,3101296,7.925,0,2,434,1
530,NO,2,1,23,2,1,29104,11.5,0,2,435,1
531,YES,2,0,2,1,1,26360,26,0,2,415,3
532,NO,3,1,0,0,0,2641,7.2292,0,1,436,1
533,NO,3,1,17,1,1,2690,7.2292,0,1,300,1
534,YES,3,0,0,0,2,2668,22.3583,0,1,118,2
535,NO,3,0,30,0,0,315084,8.6625,0,2,391,3
536,YES,2,0,7,0,2,13529,26.25,0,2,274,3
537,NO,1,1,45,0,0,113050,26.55,1,2,437,10
538,YES,1,0,30,0,0,17761,106.425,0,1,438,3
539,NO,3,1,0,0,0,364498,14.5,0,2,439,1
540,YES,1,0,22,0,2,13568,49.5,1,1,440,3
541,YES,1,0,36,0,2,5735,71,1,2,441,3
542,NO,3,0,9,4,2,347082,31.275,0,2,14,3
543,NO,3,0,11,4,2,347082,31.275,0,2,14,3
544,YES,2,1,32,1,0,2908,26,0,2,442,1
545,NO,1,1,50,1,0,17761,106.425,1,1,443,1
546,NO,1,1,64,0,0,693,26,0,2,444,1
547,YES,2,0,19,1,0,2908,26,0,2,442,2
548,YES,2,1,0,0,0,2146,13.8625,0,1,445,1
549,NO,3,1,33,1,1,363291,20.525,0,2,150,1
550,YES,2,1,8,1,1,33112,36.75,0,2,326,4
551,YES,1,1,17,0,2,17421,110.8833,1,1,446,1
552,NO,2,1,27,0,0,244358,26,0,2,447,1
553,NO,3,1,0,0,0,330979,7.8292,0,3,166,1
554,YES,3,1,22,0,0,2620,7.225,0,1,448,1
555,YES,3,0,22,0,0,347085,7.775,0,2,449,3
556,NO,1,1,62,0,0,113807,26.55,0,2,450,1
557,YES,1,0,48,1,0,11755,39.6,1,1,451,11
558,NO,1,1,0,0,0,17757,227.525,0,1,452,1
559,YES,1,0,39,1,1,110413,79.65,1,2,229,2
560,YES,3,0,36,1,0,345572,17.4,0,2,453,2
561,NO,3,1,0,0,0,372622,7.75,0,3,454,1
562,NO,3,1,40,0,0,349251,7.8958,0,2,455,1
563,NO,2,1,28,0,0,218629,13.5,0,2,456,1
564,NO,3,1,0,0,0,392082,8.05,0,2,457,1
565,NO,3,0,0,0,0,392087,8.05,0,2,458,3
566,NO,3,1,24,2,0,48871,24.15,0,2,326,1
567,NO,3,1,19,0,0,349205,7.8958,0,2,459,1
568,NO,3,0,29,0,4,349909,21.075,0,2,8,2
569,NO,3,1,0,0,0,2686,7.2292,0,1,460,1
570,YES,3,1,32,0,0,350417,7.8542,0,2,461,1
571,YES,2,1,62,0,0,752,10.5,0,2,61,1
572,YES,1,0,53,2,0,11769,51.4792,1,2,462,2
573,YES,1,1,36,0,0,17474,26.3875,1,2,356,1
574,YES,3,0,0,0,0,14312,7.75,0,3,263,3
575,NO,3,1,16,0,0,20589,8.05,0,2,463,1
576,NO,3,1,19,0,0,358585,14.5,0,2,464,1
577,YES,2,0,34,0,0,243880,13,0,2,465,3
578,YES,1,0,39,1,0,13507,55.9,1,2,362,2
579,NO,3,0,0,1,0,2689,14.4583,0,1,466,2
580,YES,3,1,32,0,0,3101286,7.925,0,2,108,1
581,YES,2,0,25,1,1,237789,30,0,2,467,3
582,YES,1,0,39,1,1,17421,110.8833,1,1,446,2
583,NO,2,1,54,0,0,28403,26,0,2,468,1
584,NO,1,1,36,0,0,13049,40.125,1,1,469,1
585,NO,3,1,0,0,0,3411,8.7125,0,1,470,1
586,YES,1,0,18,0,2,110413,79.65,1,2,229,3
587,NO,2,1,47,0,0,237565,15,0,2,471,1
588,YES,1,1,60,1,1,13567,79.2,1,1,472,1
589,NO,3,1,22,0,0,14973,8.05,0,2,473,1
590,NO,3,1,0,0,0,3235,8.05,0,2,474,1
591,NO,3,1,35,0,0,3101273,7.125,0,2,475,1
592,YES,1,0,52,1,0,36947,78.2667,1,1,476,2
593,NO,3,1,47,0,0,3902,7.25,0,2,477,1
594,NO,3,0,0,0,2,364848,7.75,0,3,168,3
595,NO,2,1,37,1,0,29037,26,0,2,478,1
596,NO,3,1,36,1,1,345773,24.15,0,2,348,1
597,YES,2,0,0,0,0,248727,33,0,2,479,3
598,NO,3,1,49,0,0,0,0,2,0,9,1
599,NO,3,1,0,0,0,2664,7.225,0,1,129,1
600,YES,1,1,49,1,0,17485,56.9292,1,1,451,12
601,YES,2,0,24,2,1,243847,27,0,2,193,2
602,NO,3,1,0,0,0,349214,7.8958,0,2,480,1
603,NO,1,1,0,0,0,113796,42.4,0,2,481,1
604,NO,3,1,44,0,0,364511,8.05,0,2,482,1
605,YES,1,1,35,0,0,111426,26.55,0,1,483,1
606,NO,3,1,36,1,0,349910,15.55,0,2,484,1
607,NO,3,1,30,0,0,349246,7.8958,0,2,485,1
608,YES,1,1,27,0,0,113804,30.5,0,2,486,1
609,YES,2,0,22,1,2,2123,41.5792,0,1,42,2
610,YES,1,0,40,0,0,17582,153.4625,1,2,487,3
611,NO,3,0,39,1,5,347082,31.275,0,2,14,2
612,NO,3,1,0,0,0,3101305,7.05,0,2,488,1
613,YES,3,0,0,1,0,367230,15.5,0,3,212,3
614,NO,3,1,0,0,0,370377,7.75,0,3,489,1
615,NO,3,1,35,0,0,364512,8.05,0,2,490,1
616,YES,2,0,24,1,2,220845,65,0,2,491,3
617,NO,3,1,34,1,1,347080,14.4,0,2,352,1
618,NO,3,0,26,1,0,3336,16.1,0,2,222,2
619,YES,2,0,4,2,1,230136,39,1,2,163,3
620,NO,2,1,26,0,0,31028,10.5,0,2,492,1
621,NO,3,1,27,1,0,2659,14.4542,0,1,493,1
622,YES,1,1,42,1,0,11753,52.5542,1,2,494,1
623,YES,3,1,20,1,1,2653,15.7417,0,1,323,1
624,NO,3,1,21,0,0,350029,7.8542,0,2,495,1
625,NO,3,1,21,0,0,54636,16.1,0,2,496,1
626,NO,1,1,61,0,0,36963,32.3208,1,2,497,1
627,NO,2,1,57,0,0,219533,12.35,0,3,498,6
628,YES,1,0,21,0,0,13502,77.9583,1,2,499,3
629,NO,3,1,26,0,0,349224,7.8958,0,2,500,1
630,NO,3,1,0,0,0,334912,7.7333,0,3,501,1
631,YES,1,1,80,0,0,27042,30,1,2,502,1
632,NO,3,1,51,0,0,347743,7.0542,0,2,503,1
633,YES,1,1,32,0,0,13214,30.5,1,1,504,7
634,NO,1,1,0,0,0,112052,0,0,2,505,1
635,NO,3,0,9,3,2,347088,27.9,0,2,62,3
636,YES,2,0,28,0,0,237668,13,0,2,506,3
637,NO,3,1,32,0,0,3101292,7.925,0,2,507,1
638,NO,2,1,31,1,1,31921,26.25,0,2,209,1
639,NO,3,0,41,0,5,3101295,39.6875,0,2,49,2
640,NO,3,1,0,1,0,376564,16.1,0,2,359,1
641,NO,3,1,20,0,0,350050,7.8542,0,2,508,1
642,YES,1,0,24,0,0,17477,69.3,1,1,509,13
643,NO,3,0,2,3,2,347088,27.9,0,2,62,3
644,YES,3,1,0,0,0,1601,56.4958,0,2,510,1
645,YES,3,0,0.75,2,1,2666,19.2583,0,1,370,3
646,YES,1,1,48,1,0,17572,76.7292,1,1,51,1
647,NO,3,1,19,0,0,349231,7.8958,0,2,511,1
648,YES,1,1,56,0,0,13213,35.5,1,1,512,14
649,NO,3,1,0,0,0,751,7.55,0,2,513,1
650,YES,3,0,23,0,0,2314,7.55,0,2,406,3
651,NO,3,1,0,0,0,349221,7.8958,0,2,514,1
652,YES,2,0,18,0,1,231919,23,0,2,94,3
653,NO,3,1,21,0,0,8475,8.4333,0,2,515,1
654,YES,3,0,0,0,0,330919,7.8292,0,3,516,3
655,NO,3,0,18,0,0,365226,6.75,0,3,517,3
656,NO,2,1,24,2,0,14879,73.5,0,2,113,1
657,NO,3,1,0,0,0,349223,7.8958,0,2,518,1
658,NO,3,0,32,1,1,364849,15.5,0,3,168,2
659,NO,2,1,23,0,0,29751,13,0,2,519,1
660,NO,1,1,58,0,2,35273,113.275,1,1,191,1
661,YES,1,1,50,2,0,17611,133.65,0,2,287,7
662,NO,3,1,40,0,0,2623,7.225,0,1,520,1
663,NO,1,1,47,0,0,5727,25.5875,1,2,521,1
664,NO,3,1,36,0,0,349210,7.4958,0,2,421,1
665,YES,3,1,20,1,0,3101285,7.925,0,2,522,1
666,NO,2,1,32,2,0,14879,73.5,0,2,113,1
667,NO,2,1,25,0,0,234686,13,0,2,523,1
668,NO,3,1,0,0,0,312993,7.775,0,2,524,1
669,NO,3,1,43,0,0,3536,8.05,0,2,525,1
670,YES,1,0,0,1,0,19996,52,1,2,526,2
671,YES,2,0,40,1,1,29750,39,0,2,173,2
672,NO,1,1,31,1,0,12750,52,1,2,527,1
673,NO,2,1,70,0,0,24580,10.5,0,2,528,1
674,YES,2,1,31,0,0,244270,13,0,2,529,1
675,NO,2,1,0,0,0,239856,0,0,2,530,1
676,NO,3,1,18,0,0,349912,7.775,0,2,531,1
677,NO,3,1,24.5,0,0,342826,8.05,0,2,532,1
678,YES,3,0,18,0,0,4138,9.8417,0,2,533,3
679,NO,3,0,43,1,6,2144,46.9,0,2,58,2
680,YES,1,1,36,0,1,17755,512.3292,1,1,534,1
681,NO,3,0,0,0,0,330935,8.1375,0,3,535,3
682,YES,1,1,27,0,0,17572,76.7292,1,1,536,1
683,NO,3,1,20,0,0,6563,9.225,0,2,537,1
684,NO,3,1,14,5,2,2144,46.9,0,2,58,1
685,NO,2,1,60,1,1,29750,39,0,2,173,1
686,NO,2,1,25,1,2,2123,41.5792,0,1,42,1
687,NO,3,1,14,4,1,3101295,39.6875,0,2,49,1
688,NO,3,1,19,0,0,349228,10.1708,0,2,538,1
689,NO,3,1,18,0,0,350036,7.7958,0,2,539,1
690,YES,1,0,15,0,1,24160,211.3375,1,2,540,3
691,YES,1,1,31,1,0,17474,57,1,2,541,1
692,YES,3,0,4,0,1,349256,13.4167,0,1,542,3
693,YES,3,1,0,0,0,1601,56.4958,0,2,543,1
694,NO,3,1,25,0,0,2672,7.225,0,1,544,1
695,NO,1,1,60,0,0,113800,26.55,0,2,545,14
696,NO,2,1,52,0,0,248731,13.5,0,2,478,1
697,NO,3,1,44,0,0,363592,8.05,0,2,263,1
698,YES,3,0,0,0,0,35852,7.7333,0,3,546,3
699,NO,1,1,49,1,1,17421,110.8833,1,1,446,1
700,NO,3,1,42,0,0,348121,7.65,1,2,547,1
701,YES,1,0,18,1,0,17757,227.525,1,1,548,2
702,YES,1,1,35,0,0,17475,26.2875,1,2,549,1
703,NO,3,0,18,0,1,2691,14.4542,0,1,308,3
704,NO,3,1,25,0,0,36864,7.7417,0,3,550,1
705,NO,3,1,26,1,0,350025,7.8542,0,2,495,1
706,NO,2,1,39,0,0,250655,26,0,2,382,1
707,YES,2,0,45,0,0,223596,13.5,0,2,263,2
708,YES,1,1,42,0,0,17476,26.2875,1,2,551,1
709,YES,1,0,22,0,0,113781,151.55,0,2,552,3
710,YES,3,1,0,1,1,2661,15.2458,0,1,64,4
711,YES,1,0,24,0,0,17482,49.5042,1,1,553,13
712,NO,1,1,0,0,0,113028,26.55,1,2,554,1
713,YES,1,1,48,1,0,19996,52,1,2,526,1
714,NO,3,1,29,0,0,7545,9.4833,0,2,204,1
715,NO,2,1,52,0,0,250647,13,0,2,555,1
716,NO,3,1,19,0,0,348124,7.65,1,2,556,1
717,YES,1,0,38,0,0,17757,227.525,1,1,557,3
718,YES,2,0,27,0,0,34218,10.5,1,2,558,3
719,NO,3,1,0,0,0,36568,15.5,0,3,559,1
720,NO,3,1,33,0,0,347062,7.775,0,2,9,1
721,YES,2,0,6,0,1,248727,33,0,2,51,3
722,NO,3,1,17,1,0,350048,7.0542,0,2,508,1
723,NO,2,1,34,0,0,12233,13,0,2,560,1
724,NO,2,1,50,0,0,250643,13,0,2,561,1
725,YES,1,1,27,1,0,113806,53.1,1,2,562,1
726,NO,3,1,20,0,0,315094,8.6625,0,2,336,1
727,YES,2,0,30,3,0,31027,21,0,2,395,2
728,YES,3,0,0,0,0,36866,7.7375,0,3,563,3
729,NO,2,1,25,1,0,236853,26,0,2,564,1
730,NO,3,0,25,1,0,3101271,7.925,0,2,565,3
731,YES,1,0,29,0,0,24160,211.3375,1,2,5,3
732,NO,3,1,11,0,0,2699,18.7875,0,1,566,1
733,NO,2,1,0,0,0,239855,0,0,2,567,1
734,NO,2,1,23,0,0,28425,13,0,2,568,1
735,NO,2,1,23,0,0,233639,13,0,2,569,1
736,NO,3,1,28.5,0,0,54636,16.1,0,2,18,1
737,NO,3,0,48,1,3,6608,34.375,0,2,83,2
738,YES,1,1,35,0,0,17755,512.3292,1,1,570,1
739,NO,3,1,0,0,0,349201,7.8958,0,2,571,1
740,NO,3,1,0,0,0,349218,7.8958,0,2,572,1
741,YES,1,1,0,0,0,16988,30,1,2,573,1
742,NO,1,1,36,1,0,19877,78.85,1,2,574,1
743,YES,1,0,21,2,2,17608,262.375,1,1,271,3
744,NO,3,1,24,1,0,376566,16.1,0,2,575,1
745,YES,3,1,31,0,0,3101288,7.925,0,2,576,1
746,NO,1,1,70,1,1,5735,71,1,2,441,15
747,NO,3,1,16,1,1,2673,20.25,0,2,244,1
748,YES,2,0,30,0,0,250648,13,0,2,577,3
749,NO,1,1,19,1,0,113773,53.1,1,2,578,1
750,NO,3,1,31,0,0,335097,7.75,0,3,579,1
751,YES,2,0,4,1,1,29103,23,0,2,580,3
752,YES,3,1,6,0,1,392096,12.475,1,2,581,4
753,NO,3,1,33,0,0,345780,9.5,0,2,582,1
754,NO,3,1,23,0,0,349204,7.8958,0,2,583,1
755,YES,2,0,48,1,2,220845,65,0,2,491,2
756,YES,2,1,0.67,1,1,250649,14.5,0,2,217,4
757,NO,3,1,28,0,0,350042,7.7958,0,2,584,1
758,NO,2,1,18,0,0,29108,11.5,0,2,585,1
759,NO,3,1,34,0,0,363294,8.05,0,2,586,1
760,YES,1,0,33,0,0,110152,86.5,1,2,587,16
761,NO,3,1,0,0,0,358585,14.5,0,2,588,1
762,NO,3,1,41,0,0,3101272,7.125,0,2,589,1
763,YES,3,1,20,0,0,2663,7.2292,0,1,590,1
764,YES,1,0,36,1,2,113760,120,1,2,219,2
765,NO,3,1,16,0,0,347074,7.775,0,2,591,1
766,YES,1,0,51,1,0,13502,77.9583,1,2,592,2
767,NO,1,1,0,0,0,112379,39.6,0,1,593,7
768,NO,3,0,30.5,0,0,364850,7.75,0,3,594,3
769,NO,3,1,0,1,0,371110,24.15,0,3,6,1
770,NO,3,1,32,0,0,8471,8.3625,0,2,595,1
771,NO,3,1,24,0,0,345781,9.5,0,2,596,1
772,NO,3,1,48,0,0,350047,7.8542,0,2,508,1
773,NO,2,0,57,0,0,3,10.5,1,2,597,2
774,NO,3,1,0,0,0,2674,7.225,0,1,300,1
775,YES,2,0,54,1,3,29105,23,0,2,435,2
776,NO,3,1,18,0,0,347078,7.75,0,2,598,1
777,NO,3,1,0,0,0,383121,7.75,1,3,599,1
778,YES,3,0,5,0,0,364516,12.475,0,2,600,3
779,NO,3,1,0,0,0,36865,7.7375,0,3,601,1
780,YES,1,0,43,0,1,24160,211.3375,1,2,602,2
781,YES,3,0,13,0,0,2687,7.2292,0,1,603,3
782,YES,1,0,17,1,0,17474,57,1,2,541,2
783,NO,1,1,29,0,0,113501,30,1,2,604,1
784,NO,3,1,0,1,2,6607,23.45,0,2,605,1
785,NO,3,1,25,0,0,3101312,7.05,0,2,186,1
786,NO,3,1,25,0,0,374887,7.25,0,2,606,1
787,YES,3,0,18,0,0,3101265,7.4958,0,2,607,3
788,NO,3,1,8,4,1,382652,29.125,0,3,17,4
789,YES,3,1,1,1,2,2315,20.575,0,2,89,4
790,NO,1,1,46,0,0,17593,79.2,1,1,608,1
791,NO,3,1,0,0,0,12460,7.75,0,3,265,1
792,NO,2,1,16,0,0,239865,26,0,2,609,1
793,NO,3,0,0,8,2,2343,69.55,0,2,145,3
794,NO,1,1,0,0,0,17600,30.6958,0,1,199,1
795,NO,3,1,25,0,0,349203,7.8958,0,2,610,1
796,NO,2,1,39,0,0,28213,13,0,2,611,1
797,YES,1,0,49,0,0,17465,25.9292,1,2,612,7
798,YES,3,0,31,0,0,349244,8.6833,0,2,613,2
799,NO,3,1,30,0,0,2685,7.2292,0,1,614,1
800,NO,3,0,30,1,1,345773,24.15,0,2,348,2
801,NO,2,1,34,0,0,250647,13,0,2,615,1
802,YES,2,0,31,1,1,31921,26.25,0,2,209,2
803,YES,1,1,11,1,2,113760,120,1,2,219,4
804,YES,3,1,0.42,0,1,2625,8.5167,0,1,616,4
805,YES,3,1,27,0,0,347089,6.975,0,2,617,1
806,NO,3,1,31,0,0,347063,7.775,0,2,99,1
807,NO,1,1,39,0,0,112050,0,1,2,241,1
808,NO,3,0,18,0,0,347087,7.775,0,2,618,3
809,NO,2,1,39,0,0,248723,13,0,2,34,1
810,YES,1,0,33,1,0,113806,53.1,1,2,562,2
811,NO,3,1,26,0,0,3474,7.8875,0,2,619,1
812,NO,3,1,39,0,0,48871,24.15,0,2,620,1
813,NO,2,1,35,0,0,28206,10.5,0,2,621,1
814,NO,3,0,6,4,2,347082,31.275,0,2,14,3
815,NO,3,1,30.5,0,0,364499,8.05,0,2,622,1
816,NO,1,1,0,0,0,112058,0,1,2,623,1
817,NO,3,0,23,0,0,3101290,7.925,0,2,624,3
818,NO,2,1,31,1,1,2079,37.0042,0,1,625,1
819,NO,3,1,43,0,0,7075,6.45,0,2,626,1
820,NO,3,1,10,3,2,347088,27.9,0,2,62,4
821,YES,1,0,52,1,1,12749,93.5,1,2,270,2
822,YES,3,1,27,0,0,315098,8.6625,0,2,627,1
823,NO,1,1,38,0,0,19972,0,0,2,628,17
824,YES,3,0,27,0,1,392096,12.475,1,2,581,2
825,NO,3,1,2,4,1,3101295,39.6875,0,2,49,4
826,NO,3,1,0,0,0,368323,6.95,0,3,356,1
827,NO,3,1,0,0,0,1601,56.4958,0,2,543,1
828,YES,2,1,1,0,2,2079,37.0042,0,1,625,4
829,YES,3,1,0,0,0,367228,7.75,0,3,629,1
830,YES,1,0,62,0,0,113572,80,1,0,630,2
831,YES,3,0,15,1,0,2659,14.4542,0,1,493,2
832,YES,2,1,0.83,1,1,29106,18.75,0,2,339,4
833,NO,3,1,0,0,0,2671,7.2292,0,1,544,1
834,NO,3,1,23,0,0,347468,7.8542,0,2,631,1
835,NO,3,1,18,0,0,2223,8.3,0,2,632,1
836,YES,1,0,39,1,1,17756,83.1583,1,1,633,3
837,NO,3,1,21,0,0,315097,8.6625,0,2,634,1
838,NO,3,1,0,0,0,392092,8.05,0,2,635,1
839,YES,3,1,32,0,0,1601,56.4958,0,2,636,1
840,YES,1,1,0,0,0,11774,29.7,1,1,637,1
841,NO,3,1,20,0,0,3101287,7.925,0,2,638,1
842,NO,2,1,16,0,0,3,10.5,0,2,639,1
843,YES,1,0,30,0,0,113798,31,0,1,640,3
844,NO,3,1,34.5,0,0,2683,6.4375,0,1,641,1
845,NO,3,1,17,0,0,315090,8.6625,0,2,642,1
846,NO,3,1,42,0,0,5547,7.55,0,2,643,1
847,NO,3,1,0,8,2,2343,69.55,0,2,145,1
848,NO,3,1,35,0,0,349213,7.8958,0,1,644,1
849,NO,2,1,28,0,1,248727,33,0,2,51,6
850,YES,1,0,0,1,0,17453,89.1042,1,1,374,2
851,NO,3,1,4,4,2,347082,31.275,0,2,14,4
852,NO,3,1,74,0,0,347060,7.775,0,2,410,1
853,NO,3,0,9,1,1,2678,15.2458,0,1,129,3
854,YES,1,0,16,0,1,17592,39.4,1,2,645,3
855,NO,2,0,44,1,0,244252,26,0,2,219,2
856,YES,3,0,18,0,1,392091,9.35,0,2,646,2
857,YES,1,0,45,1,1,36928,164.8667,0,2,277,2
858,YES,1,1,51,0,0,113055,26.55,1,2,418,1
859,YES,3,0,24,0,3,2666,19.2583,0,1,370,2
860,NO,3,1,0,0,0,2629,7.2292,0,1,647,1
861,NO,3,1,41,2,0,350026,14.1083,0,2,495,1
862,NO,2,1,21,1,0,28134,11.5,0,2,648,1
863,YES,1,0,48,0,0,17466,25.9292,1,2,649,2
864,NO,3,0,0,8,2,2343,69.55,0,2,145,3
865,NO,2,1,24,0,0,233866,13,0,2,650,1
866,YES,2,0,42,0,0,236852,13,0,2,651,2
867,YES,2,0,27,1,0,2149,13.8583,0,1,652,3
868,NO,1,1,31,0,0,17590,50.4958,1,2,653,1
869,NO,3,1,0,0,0,345777,9.5,0,2,654,1
870,YES,3,1,4,1,1,347742,11.1333,0,2,9,4
871,NO,3,1,26,0,0,349248,7.8958,0,2,655,1
872,YES,1,0,47,1,1,11751,52.5542,1,2,218,2
873,NO,1,1,33,0,0,695,5,1,2,584,1
874,NO,3,1,47,0,0,345765,9,0,2,656,1
875,YES,2,0,28,1,0,3381,24,0,1,268,2
876,YES,3,0,15,0,0,2667,7.225,0,1,657,3
877,NO,3,1,20,0,0,7534,9.8458,0,2,100,1
878,NO,3,1,19,0,0,349212,7.8958,0,2,97,1
879,NO,3,1,0,0,0,349217,7.8958,0,2,658,1
880,YES,1,0,56,0,1,11767,83.1583,1,1,659,2
881,YES,2,0,25,0,1,230433,26,0,2,660,2
882,NO,3,1,33,0,0,349257,7.8958,0,2,661,1
883,NO,3,0,22,0,0,7552,10.5167,0,2,662,3
884,NO,2,1,28,0,0,34068,10.5,0,2,663,1
885,NO,3,1,25,0,0,392076,7.05,0,2,664,1
886,NO,3,0,39,0,5,382652,29.125,0,3,17,2
887,NO,2,1,27,0,0,211536,13,0,2,665,6
888,YES,1,0,19,0,0,112053,30,1,2,234,3
889,NO,3,0,0,1,2,6607,23.45,0,2,605,3
890,YES,1,1,26,0,0,111369,30,1,1,666,1
891,NO,3,1,32,0,0,370376,7.75,0,3,667,1
